,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta_rf,pKd,set,nro_protein,protein
0,5.6578631338,-16.352514078800002,-0.20038946800000002,2.0,20.0,2.0,7.0,-0.0377820699,-4.836530371399999,2.0,-86.7881724827,5.6535,25.6474,6.0996,32.9908,103.8824,174.8665,72.5889,76.368,35.9655,534.0626,5.69,4.8,set1,101,2nta
0,2.4237810305000003,-11.583024693399999,-0.3929232581,4.0,11.0,4.0,2.0,-0.0683539331,-0.9932921579999999,4.0,-34.2147706246,0.0,80.6295,17.0886,6.7136,40.7659,63.8957,111.3709,89.3338,0.0,409.798,2.94,5.19,set1,102,2qdt
0,3.7877496949,-28.995695878600003,-1.2448278837,8.0,23.0,8.0,0.0,-0.2746333258,-8.3168450677,6.0,-83.9701772517,35.5696,48.683,139.9185,18.8725,20.2667,0.0,37.0635,183.1631,0.0,483.5369,1.89,1.59,set1,103,2b1q
0,4.9719546301,-35.1300487862,-1.0164117628,15.5,44.0,15.5,3.0,-0.2516530841,-9.3361247764,10.0,-87.75551376450001,18.1283,72.6258,216.63299999999998,23.8247,32.6325,111.2293,148.1447,193.132,0.0,816.3503,4.49,4.21,set1,104,2qmj
0,3.2598716117,-6.5355866074,-0.2194015288,2.5,13.0,2.5,1.0,-0.0427771368,-3.1094914919,4.0,-45.2711201584,0.6841,0.0,51.635,16.6983,152.2668,63.4095,106.0829,29.8859,0.0,420.6625,5.47,7.8,set1,105,3czv
0,5.156728096,-14.6963890125,-0.3840333593,4.5,19.0,4.5,6.0,-0.0787914958,-4.3119896677,4.0,-56.9160220682,0.0,0.0,130.1418,38.4115,126.2119,132.215,84.5283,10.4778,38.0076,559.9939,6.83,7.2,set1,106,2pow
0,6.229493895499999,-43.7637762037,-0.7768832684,10.0,38.0,10.0,0.0,-0.1941621379,-8.8631850942,10.0,-118.58489063399999,0.0,29.2045,199.2642,35.2413,108.9061,161.8933,142.4782,169.388,0.0,846.3756,5.31,4.7,set1,107,2i2c
0,5.1424323758999995,-12.5213271061,0.286574543,5.0,22.0,5.0,10.0,0.046803996900000006,-0.2259295898,6.0,-28.2824135281,0.1121,2.7666,10.661,30.8693,69.0593,231.736,100.8119,136.1214,0.0,582.1376,6.09,6.85,set1,108,1q72
0,5.783796031900001,-34.8493201585,-1.2891600193000001,9.5,29.0,8.5,16.0,-0.31198997149999996,-7.2557270894000006,8.0,-87.50833496940001,89.2255,120.0713,30.5847,48.7942,60.5585,214.9273,153.3615,76.1219,0.0,793.6449,6.84,7.7,set1,109,3b7r
0,5.0560785982,-17.9201069021,0.0053251374,6.0,28.0,6.0,6.0,0.000513443,-0.7786436444,8.0,-88.9277041335,0.0,92.5863,22.4853,36.6502,197.0819,157.8979,160.8102,273.2737,52.3361,993.1216,7.4,8.4,set1,110,2uwl
0,4.1786265159,-20.5217005784,-0.7740813366,7.5,21.0,7.5,6.0,-0.14913318679999998,-6.7660565002999995,6.0,-58.9081515686,44.9293,105.11399999999999,56.8092,7.3769,20.6176,34.89,165.5715,65.4226,0.0,500.7311,5.03,4.72,set1,111,1vso
0,6.9621843914,-32.8976793061,0.0117871843,8.0,36.0,8.0,9.0,0.0028386063,-2.8369486126,10.0,-110.836375623,6.0848,20.027,24.6042,45.4066,184.9547,360.7321,120.9844,194.4491,115.9312,1073.1741,9.6,11.3,set1,112,2p3t
0,2.9795977477999998,-15.8071936034,-0.630874749,1.5,5.0,1.5,0.0,-0.1331651095,-5.1913634938,2.0,-55.72581718479999,44.1232,48.9549,0.0,0.0,0.0,0.0,0.0,74.0341,0.0,167.1122,3.87,3.49,set1,113,3f4j
0,5.3584085064,-46.5650551976,-1.335025149,6.5,22.0,6.5,0.0,-0.306745518,-11.314464664800001,6.0,-125.517992147,27.6975,111.9634,106.6,28.2661,46.4942,49.9016,52.3563,131.8195,0.0,555.0986,5.14,4.68,set1,114,2nsl
0,7.1335423252,-18.6563694943,-0.1935826808,5.0,30.0,5.0,14.0,-0.0307258961,-0.8367360523999999,6.0,-63.179337187600005,4.9864,8.2518,19.8314,19.2007,139.4822,363.5245,144.1729,94.7768,53.6308,847.8575,8.49,9.37,set1,115,2p95
0,5.525306821,-17.8545035565,-0.5317069010000001,5.0,16.0,5.0,4.0,-0.1302898287,-5.0106608974,5.0,-49.084923418100004,0.0,40.5431,27.0409,40.6128,56.8132,66.8311,166.5728,142.532,0.0,540.9459,9.92,12.0,set1,116,1swk
0,6.2836254575,-13.5765771644,-0.14050734439999998,3.0,21.0,3.0,9.0,-0.0295816517,-2.4714798852,4.0,-47.0574690393,22.5186,10.5296,23.4285,55.5356,73.5743,244.4728,147.365,142.1726,0.0,719.597,6.14,5.64,set1,117,2ojg
0,5.7679893224,-30.9404565948,-0.6909915893999999,8.0,22.0,8.0,7.0,-0.15669546869999998,-4.7007100281,10.0,-67.0588318117,0.0434,122.5846,44.2281,77.1706,161.0924,244.9205,374.37300000000005,172.2468,96.5319,1293.1913,4.72,4.3,set1,118,2cli
0,5.879039708400001,-29.2727130469,-1.2615954651,7.0,31.0,7.0,15.0,-0.2257315475,-4.4840957613,8.0,-59.0601233617,32.8945,93.0593,10.8858,37.1787,35.2377,145.2863,238.6335,128.0876,48.4616,769.725,6.94,7.44,set1,119,2qbq
0,3.3576238239999996,-35.811108921,-1.337225619,8.0,22.0,8.0,0.0,-0.2615992085,-6.756953889400001,8.0,-76.7808750167,105.6491,175.5637,53.8598,7.4058,30.7243,0.0,19.8141,126.301,0.0,519.3178,2.28,2.0,set1,120,3c2f
0,5.3062793721,-16.832766656300002,-0.2789829215,3.5,22.0,3.5,4.0,-0.061495801600000004,-5.8585753374000005,4.0,-75.8268172388,0.0,0.0,82.6106,48.0109,93.4528,72.4251,259.3259,80.2164,0.0,636.0417,6.76,5.67,set1,121,2h15
0,8.226332401699999,-65.38117881390001,-1.1981119056,16.0,52.0,16.0,6.0,-0.2468340548,-8.025334137,16.0,-166.688375092,15.042,75.9128,161.8766,64.6899,154.2181,376.2046,242.3395,246.2198,0.0,1336.5033,8.81,9.4,set1,122,2idz
0,6.8431829738,-20.4823488399,-0.45781511840000005,12.0,38.0,10.0,18.0,-0.1186566773,-4.5676182676,8.0,-79.9791774778,23.3354,38.8719,55.3291,28.6805,157.7969,344.9874,345.5038,104.5849,0.0,1099.0899,8.89,10.57,set1,123,2qi6
0,6.6034491022,0.766937144,-0.177871325,3.0,17.0,3.0,13.0,-0.0529873176,-2.3605688623,4.0,-18.297179441300003,6.154,8.3154,62.9924,0.9261,21.6434,296.2922,198.0715,14.0612,0.0,608.4562,7.37,8.26,set1,124,2e2r
0,7.0104113589,-64.2688412289,-2.0071880501,14.0,42.0,14.0,3.0,-0.41815531409999995,-12.7267556504,12.0,-172.199525556,24.8064,105.914,211.4987,60.3512,93.3598,114.0133,145.49,283.2193,15.1002,1053.7529,4.81,4.59,set1,125,2ihj
0,3.1427039191,-20.8726975481,-1.1167311901,4.0,13.0,4.0,0.0,-0.2755281836,-7.501116168899999,4.0,-77.9192955061,0.0,41.4495,100.556,15.4083,10.5404,0.0,5.0169999999999995,120.965,0.0,293.9362,3.86,4.37,set1,126,2jdy
0,3.8562209864,-23.292598416500002,-1.0223456969,4.5,10.0,4.5,2.0,-0.1780693673,-7.9150979249,6.0,-59.4536774212,55.9569,109.7369,19.1379,4.7397,13.4232,10.9484,122.5799,100.1084,0.0,436.6313,4.9,4.61,set1,127,2pyy
0,7.0331715536,-26.5043384144,-0.3461486008,12.5,39.0,10.5,16.0,-0.10565923449999999,-4.7135314333,8.0,-82.1637014052,20.4915,21.6923,28.1843,35.7069,156.3082,277.6555,319.7046,105.2872,70.0874,1035.1179,7.66,7.48,set1,128,2qhy
0,5.131129295,-19.532692002,-0.44241182840000004,3.5,13.0,3.5,3.0,-0.0947008939,-7.3026117701999995,4.0,-71.0714328661,34.7295,59.0104,36.8937,38.3215,41.5914,51.1977,137.3351,73.6683,0.0,472.7476,6.78,7.37,set1,129,3dp4
0,4.1078153913,-23.1577316102,-1.546637014,3.5,13.0,3.5,0.0,-0.3593880953,-9.777993822200001,4.0,-80.0427197165,43.3472,36.9905,114.2273,0.0218,9.8616,46.1567,2.7941,114.9948,0.0,368.394,4.88,4.15,set1,130,3d51
0,7.2262774659,-5.9566796249000005,-0.2407387529,2.0,23.0,2.0,15.0,-0.0619725701,-2.9183733375,4.0,-29.6710934706,5.7673,7.9514,63.8147,0.7802,23.1151,279.4377,200.2383,86.045,61.8372,728.9869,8.73,9.36,set1,131,2z4b
0,6.918255675299999,-23.206149285100004,-0.3436327301,13.5,40.0,11.5,17.0,-0.1027546141,-3.9764913417,10.0,-78.0601109163,14.0044,32.2758,70.8845,28.0926,136.3865,404.2232,251.6508,131.8567,0.0,1069.3745,7.57,7.3,set1,132,2qi1
0,4.3290286404,-31.419264196999997,-1.291235796,8.0,23.0,8.0,0.0,-0.2702250509,-5.864567950700001,6.0,-88.719356299,22.4586,56.5529,130.6081,22.6838,19.0804,0.0,43.45,180.1041,0.0,474.9379,1.86,1.0,set1,133,2d2v
0,7.2700814887,-4.1663258886,-0.039901856,8.0,35.0,8.0,19.0,-0.014156357,-3.3586727147000004,12.0,-43.2800835581,11.5882,36.7303,62.5159,2.0139,70.8197,409.8824,357.9517,120.9129,0.0,1072.415,8.59,9.36,set1,134,2r6w
0,6.2705473308,-50.229967322200004,-1.4547820613,7.5,27.0,7.5,0.0,-0.3183053204,-7.900728855800001,10.0,-113.98697189399999,16.7045,134.52,97.1801,38.6737,97.9075,45.9973,167.7498,182.3629,0.0,781.0958,5.73,5.48,set1,135,3d2r
0,7.0075140734,0.0245279056,-0.1651672782,2.0,21.0,2.0,14.0,-0.0500826972,-2.5478435291,4.0,-21.2804152995,9.2546,7.7649,47.3435,8.1481,13.2299,294.0509,262.7627,62.3734,0.0,704.928,8.01,9.54,set1,136,2pog
0,5.0167488644,-39.698840637800004,-2.7438540618,10.0,20.0,8.0,8.0,-0.5964814029,-8.5747988309,8.0,-76.9818586116,35.9481,166.4617,58.0666,32.0151,19.4226,41.4746,208.1086,90.5045,0.0,652.0018,5.53,5.06,set1,137,2v77
0,5.4235130788,-9.9441513119,-0.044046074500000004,3.0,13.0,3.0,6.0,-0.0160854357,-3.7332660577,6.0,-43.437131101999995,51.2574,19.7205,41.27,24.1642,21.0187,198.8992,77.0688,57.9746,0.0,491.3734,7.43,8.62,set1,138,2qeh
0,2.5764129646000002,-14.150232358499998,-0.7345242209,1.0,6.0,1.0,1.0,-0.18361455170000002,-4.1875017449000005,1.0,-40.392656163699996,0.0,50.5721,0.0,0.0,25.6707,0.0,64.9768,42.6026,0.0,183.8222,4.77,6.57,set1,139,2hzl
0,4.1900029458,-17.3113322068,0.1719887352,0.5,10.0,0.5,4.0,0.027366511899999998,-3.6762812196,1.0,-70.3766271287,0.0,6.1117,101.1322,10.3871,50.9156,121.913,22.064,69.4359,0.0,381.9595,4.15,3.7,set1,140,2fx6
0,4.662590552799999,-11.5078199637,-0.317381123,3.0,11.0,3.0,8.0,-0.077969987,-3.9338242284,3.0,-21.593982274499997,7.229,54.1622,23.2287,22.7742,9.5987,183.1555,115.4019,40.7479,0.0,456.2981,4.33,4.05,set1,141,1toi
0,6.5130464597,-19.4005097691,0.34001662439999997,10.0,41.0,8.0,22.0,0.08446137349999999,-3.6728998307,6.0,-57.607937855,40.0322,45.6454,1.2816,24.7981,127.5039,395.6491,261.0558,133.0964,52.4711,1081.5336,5.99,6.11,set1,142,2qnq
0,5.5546317512,-44.8472802968,-1.0817657218,7.0,27.0,7.0,0.0,-0.2393671266,-9.055154097,6.0,-130.240963596,27.6823,126.4574,72.3551,14.106,56.0358,94.8371,37.3568,147.1352,0.0,575.9657,5.84,5.22,set1,143,2gz2
0,7.6422616496,-30.657036058800003,-0.17799601829999998,15.5,47.0,14.5,24.0,-0.0170609774,-7.3661026646000005,14.0,-127.22645905899999,23.443,18.4967,92.4922,70.8221,195.3644,457.6473,218.0893,329.4706,0.0,1405.8256,8.29,8.74,set1,144,2vkm
0,5.3691614698,-10.6283727886,-0.3909355002,3.5,16.0,3.5,3.0,-0.0826056438,-4.3383292936,4.0,-58.595846196400004,0.0,0.0,102.3555,36.9536,129.0426,134.5489,79.98100000000001,10.3663,42.2399,535.4878,6.9,7.12,set1,145,2pov
0,2.9282241082,-3.2771306314,-0.0134008623,0.0,6.0,0.0,2.0,-0.0009755416999999999,-0.0,0.0,-8.761846115800001,0.0,0.0,0.0,0.0,0.0,142.224,0.0,65.297,0.0,207.521,3.1,3.23,set1,146,2ou0
0,4.884896702,-27.604874145300002,-0.7286929754000001,14.0,36.0,11.0,12.0,-0.160414263,-8.8682388403,10.0,-67.9022646278,61.8624,81.7102,33.2805,72.1027,77.0857,117.7111,188.03900000000002,99.8702,0.0,731.6618,5.6,5.64,set1,147,3c7i
0,5.5637196923,-24.6822025564,-0.9046425565999999,3.5,12.0,3.5,0.0,-0.2250127273,-9.9983122135,4.0,-95.4053597007,6.5301,16.1849,124.646,24.6668,13.3439,33.4927,6.1206,139.7556,0.0,364.7406,6.02,6.03,set1,148,2b3f
0,2.4183238649,-21.0690674909,-0.5229930398,3.0,10.0,3.0,0.0,-0.09239773529999999,-5.8293164213,4.0,-28.6788795429,46.1093,83.1941,0.0,12.895,18.1845,33.8572,11.0101,69.008,0.0,274.2582,3.22,4.0,set1,149,2qrl
0,2.3817227139,-18.3028933284,-0.927278058,4.5,10.0,4.5,2.0,-0.16044360259999998,-5.015487261600001,6.0,-38.0120703593,50.2141,72.7648,16.6226,2.9629,10.7485,11.8097,83.792,52.05,0.0,300.9646,2.63,2.68,set1,150,2zlz
0,7.160996855900001,-6.550102374500001,-0.10937802880000001,0.5,18.0,0.5,12.0,-0.0197968951,-1.1498262589,1.0,-24.4061902694,16.1061,11.4166,46.6187,28.8114,40.8086,196.0372,252.6743,54.2037,0.0,646.6766,6.77,6.6,set1,151,1vot
0,3.2211140001,-17.5198854185,-1.4457234598,3.5,10.0,3.5,4.0,-0.35814849719999997,-2.4085904526,4.0,-50.5685316364,32.4578,97.3597,27.1522,0.0,27.6788,50.5196,141.2442,37.4786,0.0,413.8909,4.04,3.98,set1,152,3b3c
0,4.66646338,-10.121120444199999,-0.051659700700000005,7.0,18.0,7.0,8.0,-0.010943670800000001,-1.1519900544,7.0,-59.549009116499995,0.0,61.06100000000001,0.9131,16.7722,115.8413,131.9291,237.9239,95.7036,0.0,660.1442,5.96,8.0,set1,153,3b92
0,8.6886584836,-33.4601634475,-0.0431878912,11.5,44.0,10.5,22.0,-0.018806683600000002,-6.8240022103,10.0,-116.243091781,52.9152,10.8488,83.3455,59.4459,157.5818,329.564,279.5923,282.9119,53.3326,1309.538,8.97,9.15,set1,154,2qmg
0,4.1741595618,-1.0827706031,0.0172296801,1.0,8.0,1.0,5.0,0.0007774994,-0.0,1.0,-7.9432199315,0.0,0.0,14.1773,0.0,0.0,163.1992,0.0,66.5673,0.0,243.9438,3.89,3.63,set1,155,2otz
0,4.4758586686,-15.643772031400001,-0.3537475572,6.0,10.0,6.0,3.0,-0.0675984384,-7.451121490499999,10.0,-61.4282251663,83.3971,46.8904,0.0,0.0,0.0,0.0,73.8046,77.0459,0.0,281.138,5.98,6.31,set1,156,2pvu
0,8.0658814642,-61.3774089791,-1.291162447,13.0,44.0,13.0,3.0,-0.2851955818,-9.9152518059,14.0,-191.334277228,21.5456,123.7185,143.1456,76.2706,157.6792,50.3861,312.46299999999997,357.5106,0.0,1242.7192,5.78,5.09,set1,157,2vhw
0,6.668678367899999,-46.7596867691,-1.0818904151,13.0,32.0,13.0,5.0,-0.2516017398,-10.349250504,12.0,-130.04994813,32.0527,90.0276,90.2212,61.4987,97.8612,110.9381,200.1203,147.4493,23.8552,854.0243,6.58,6.82,set1,158,2c94
0,4.921424504,-47.2445603336,-1.3031403387,6.5,22.0,6.5,0.0,-0.306892216,-11.6475864832,6.0,-136.756767978,28.5537,105.6672,105.781,25.1388,43.0935,50.0254,53.104,138.1161,0.0,549.4797,4.87,4.79,set1,159,2nsj
0,5.4181145924,-19.7453527577,-0.6490799708,1.0,10.0,1.0,2.0,-0.1333998263,-3.7568550961000002,1.0,-44.0384535389,33.7735,58.3967,0.0,9.969,18.7481,55.7559,123.3125,110.8048,0.0,410.7605,6.09,6.72,set1,160,2vpn
0,4.7737656321,-17.7751986177,-0.6320116585,2.5,14.0,2.5,1.0,-0.1534387731,-5.118593950899999,4.0,-68.607573942,28.2359,39.0822,78.7158,11.8087,30.8659,79.6538,72.6599,118.2587,0.0,459.2809,5.73,7.22,set1,161,2epn
0,3.1489605888,-21.648707963400003,-0.5098562339,3.0,11.0,3.0,0.0,-0.1337298968,-8.1860858054,4.0,-72.2856008678,88.1163,93.1243,132.5911,39.9213,41.5005,163.9898,125.7154,187.2623,0.0,872.221,4.21,4.4,set1,162,2pwd
0,3.0669123974,-5.7378575532000005,0.09504563419999999,2.5,9.0,2.5,7.0,0.0176257647,-1.5602505884,3.0,-22.004604646300002,45.4827,5.6632,26.4916,12.4134,45.8722,99.9962,51.9989,89.7663,0.0,377.6845,3.08,2.27,set1,163,1uto
0,7.950664855,-22.8918488201,-0.3057626414,9.0,40.0,9.0,19.0,-0.0463052237,-1.4219950583,10.0,-59.2305717679,13.257,40.3393,45.9738,20.5669,63.5707,307.5086,335.695,244.0519,138.9864,1209.9496,8.36,9.0,set1,164,2p4y
0,5.6980217113,-15.236663076700001,-0.5254208917000001,14.0,37.0,12.0,17.0,-0.1220967454,-3.7048946645,10.0,-70.3907761508,7.2866,24.4205,45.7558,28.5837,144.9439,222.4456,435.32,119.0324,0.0,1027.7885,8.29,10.2,set1,165,2qi3
0,7.587257234500001,-6.9945753098,0.0999306776,6.5,25.0,6.5,17.0,0.0100341432,-1.9842811574,6.0,-30.9785980748,7.3941,0.8143,39.9199,22.3034,104.5609,397.6265,227.6635,132.6338,0.0,932.9164,8.59,9.52,set1,166,2bys
0,3.2053072906,-30.675204606100003,-1.4093496906999998,3.5,10.0,3.5,0.0,-0.3064887965,-9.1016867026,6.0,-105.908731124,4.1516,100.0849,40.5291,39.6771,43.4163,10.4576,24.7321,68.782,0.0,331.8307,5.35,7.43,set1,167,2isw
0,5.4822876325,-20.7608549929,-0.874613476,1.0,10.0,1.0,2.0,-0.17333102190000002,-5.876428484,1.0,-55.75824477770001,25.6687,46.1814,0.0,0.0,0.0,0.0,96.4634,93.2195,0.0,261.533,6.48,5.8,set1,168,2q88
0,8.5224056402,-23.476374336,0.28138143379999997,7.0,37.0,7.0,15.0,0.058297785199999994,-3.7399628214,8.0,-63.549258199300006,7.9615,31.976999999999997,24.2098,18.9462,95.8854,439.6962,364.1349,235.7331,0.0,1218.5441,6.61,4.94,set1,169,2oiq
0,6.7228686091,-8.6580279412,-0.0521658088,4.0,26.0,4.0,16.0,-0.0079143571,-1.0321231186,4.0,-13.5371300722,8.5711,20.747,2.7173,6.2196,67.5105,227.84799999999998,304.9619,27.8078,70.3384,736.7216,7.42,7.96,set1,170,3bgq
0,3.9554988579000003,-25.486371652800003,-0.41708441869999996,2.0,12.0,2.0,3.0,-0.0616424996,-3.5466882064,2.0,-54.4839379309,29.2251,76.1206,10.9066,6.3334,18.0102,112.1993,27.2062,86.3524,0.0,366.3538,3.88,3.35,set1,171,3c2o
0,6.3660550637,-54.9280294514,-1.1866841314,17.5,48.0,17.5,1.0,-0.2177951857,-7.054494107899999,12.0,-129.920274433,38.931999999999995,46.5906,182.9434,93.1046,69.3363,99.3032,206.7177,420.3604,0.0,1157.2882,5.23,4.96,set1,172,2z8f
0,2.4218006075,-8.0610184255,-0.2016437359,0.0,5.0,0.0,0.0,-0.036601151,-2.4900225124,0.0,-22.0389393132,6.3306,0.8911,0.2208,63.6816,38.0851,27.686999999999998,28.7349,93.4345,0.0,259.0656,0.62,0.05,set1,173,2pjo
0,7.293604512999999,-8.5501022226,-0.0567574562,5.0,33.0,5.0,17.0,-0.0063006791000000005,-0.0,4.0,-30.9777692311,7.9708,0.0017,3.0736,13.2527,63.6498,364.0804,268.9348,115.5309,0.0,836.4947,6.15,5.24,set1,174,2jfz
0,6.4046513075,-64.91167919979999,-3.3539490391,7.5,25.0,6.5,4.0,-0.7228103856,-14.026815331099998,6.0,-140.407421057,163.5137,314.2877,64.6664,33.6443,21.8635,7.2801,147.3828,121.5707,0.0,874.2092,6.14,5.74,set1,175,2pqc
0,6.6655757052,-26.0072229018,0.0660507745,0.5,15.0,0.5,3.0,0.0048557038,-6.4783597176,1.0,-73.1404614581,0.0,24.9898,64.3873,50.4485,58.6071,146.6155,48.0188,78.411,0.0,471.478,5.95,5.1,set1,176,2bbf
0,6.4706727424,-6.5918599602,-0.010312869399999999,3.0,21.0,3.0,13.0,-0.0217039691,-1.4337969124,4.0,-17.2585135919,25.7772,57.2956,17.1641,1.8961,8.6223,374.7405,160.8512,26.5635,0.0,672.9105,5.94,5.68,set2,1,1ow4
0,5.5123020433,-42.1508977078,-1.0215681975,9.0,27.0,9.0,1.0,-0.224741336,-7.5215365305,12.0,-145.60086032799998,40.6572,101.398,92.1576,32.4488,87.59700000000001,82.5612,133.0459,268.9463,0.0,838.812,4.85,5.21,set2,2,1nw5
0,6.265992357899999,-49.037459280200004,-1.7262467103,7.0,25.0,7.0,1.0,-0.3930112769,-8.2465033767,10.0,-113.60767688,72.1233,122.6165,68.9567,27.6418,80.6862,150.8907,83.0984,154.0888,0.0,760.1024,5.01,4.28,set2,3,1gx0
0,6.5529483157,-34.5019539643,-0.0587085396,4.0,20.0,4.0,0.0,-0.0541682365,-6.571006839500001,6.0,-68.0226009972,10.329,38.677,103.7668,32.4378,63.9507,148.1976,34.7647,151.4398,0.0,583.5634,6.97,7.15,set2,4,2fqx
0,4.0504931478,-20.4668722009,-0.5590734129,3.5,21.0,3.5,8.0,-0.1237177583,-4.4542940626,4.0,-76.53621209229999,37.431999999999995,6.0863,73.6323,38.7841,76.1177,132.4956,35.2546,112.0415,0.0,511.8441,5.21,5.96,set2,5,1gi9
0,5.3249540275,-8.2928819494,0.2401813005,1.5,14.0,1.5,6.0,0.058085073099999995,-2.3721726740999998,2.0,-34.6325518588,44.4619,15.9049,56.5881,11.0374,79.1437,139.2079,90.2951,94.4404,0.0,531.0794,5.79,6.24,set2,6,1hnn
0,3.4462220811,-18.663660384900002,-0.6051659245000001,8.0,23.0,8.0,0.0,-0.1295049944,-4.760643496,6.0,-46.782358945,0.0,5.6615,90.9141,44.7423,7.6021,28.2803,65.8703,124.1691,0.0,367.2397,3.59,3.49,set2,7,1gzc
0,5.6205578324,-45.1892626744,-1.5884972883000001,5.5,23.0,5.5,0.0,-0.298750477,-5.3691688047,6.0,-82.7660433932,23.3635,78.4675,105.3594,25.8892,80.3513,66.017,120.6343,200.6121,0.0,700.6943,4.83,4.22,set2,8,1ua4
0,5.0271644224,-19.3099090843,-0.21933551469999998,4.0,17.0,4.0,1.0,-0.034386011200000004,-7.2360915621,6.0,-78.1358730984,37.8597,26.4708,67.846,33.2344,26.534000000000002,51.1546,45.4907,156.7211,0.0,445.3113,6.56,6.32,set2,9,1v0l
0,4.929199498,-23.6106690201,-0.9429233996999999,13.5,33.0,11.5,14.0,-0.1756855248,-6.5600191592999995,10.0,-91.60907951709999,47.6386,86.0745,33.1693,52.2569,87.84899999999999,212.0349,85.90100000000001,160.2395,0.0,765.1637,5.75,6.4,set2,10,10gs
0,4.1988121607,-25.358238284699997,-0.6514858179999999,11.0,33.0,11.0,1.0,-0.1460745335,-6.064553999199999,8.0,-60.503536328,0.0,5.8502,138.5101,50.2135,12.7332,66.6842,100.2284,150.5433,0.0,524.7629,4.19,3.51,set2,11,1gz9
0,7.3820487372,-37.2273094083,-0.5933420657,20.0,56.0,16.0,24.0,-0.16782984690000002,-7.1826934901,12.0,-120.95223694399999,60.8306,27.8036,39.0416,51.1937,178.3509,322.2208,530.2647,245.6523,0.0,1455.3582,9.08,10.0,set2,12,1ec2
0,6.570544740800001,-25.1358441167,-0.5215187249000001,3.5,17.0,3.5,4.0,-0.0999306776,-9.4544367134,3.0,-94.6363027706,36.0977,66.8345,39.6461,29.6623,52.9976,72.2055,173.1708,91.2324,0.0,561.8469,6.9,6.41,set2,13,1syh
0,6.2747722332,-48.550517273900006,-1.7202834366,7.0,25.0,7.0,1.0,-0.3890797705,-8.0184099914,10.0,-113.162030361,71.2902,125.8504,69.5418,28.3488,80.1059,148.8761,79.3525,151.4778,0.0,754.8435,5.05,4.28,set2,14,1gww
0,8.6193656833,-34.4810861738,-0.8110712373000001,15.0,48.0,13.0,26.0,-0.20898597079999998,-7.605521135499999,10.0,-98.1276491565,53.2697,38.583,77.1669,34.8981,139.95600000000002,481.9928,356.12,210.1588,0.0,1392.1453,9.17,9.7,set2,15,1eby
0,6.7502644605999995,5.4576497034,-0.20313272059999998,1.0,20.0,1.0,16.0,-0.05237118599999999,-1.9165800304,2.0,-20.1058337531,8.4196,10.7905,52.5977,1.5046,23.4833,142.3607,344.7962,87.7465,0.0,671.6991,8.0,9.04,set2,16,1qkt
0,3.8437443214999996,-15.0926129756,-0.17569285969999998,0.0,8.0,0.0,1.0,-0.0384715505,-5.0851248022,0.0,-56.203319174799994,0.0,3.8056,0.0,42.2991,68.09899999999999,130.6455,13.062999999999999,13.1204,0.0,271.0326,6.13,7.06,set2,17,1ui0
0,7.718860010299999,-0.0354715764,-0.2000593975,2.0,22.0,2.0,15.0,-0.0615764855,-4.7451081778,2.0,-36.467663154899995,16.3625,8.5443,60.7168,3.4522,31.7374,113.7437,325.04200000000003,167.6914,0.0,727.2903,8.14,8.16,set2,18,1lhw
0,5.6159441803,-32.8745450315,-1.1678407733,8.0,23.0,8.0,0.0,-0.2629268254,-7.9484717199,6.0,-87.9058278702,41.8003,51.6193,166.6861,18.4164,80.6145,14.7419,134.6663,253.8962,0.0,762.441,2.62,2.06,set2,19,1q6g
0,5.2724288086,-24.3185822238,-0.8546405432999999,4.0,15.0,4.0,6.0,-0.1642064063,-7.170004113099999,4.0,-59.0214537689,25.5794,108.2212,11.527000000000001,30.0001,10.7096,34.2719,168.9481,125.4065,0.0,514.6638,7.06,7.19,set2,20,1tt1
0,7.2018229093,-35.888176715300006,-0.6110265096,20.0,54.0,16.0,22.0,-0.17287625809999999,-7.3189025831,12.0,-124.655422576,58.7041,30.2255,38.3098,51.8244,173.9641,318.4726,507.401,247.47,0.0,1426.3715,8.66,8.92,set2,21,1ec1
0,3.5549619736,-7.2429863680999995,-0.1921377055,1.5,11.0,1.5,1.0,-0.0485056937,-3.6657996475,2.0,-47.176756518000005,0.0,0.0,84.1201,27.4476,55.7275,33.615,114.0787,100.8651,0.0,415.85400000000004,3.18,2.21,set2,22,1x8d
0,5.6229270051,-9.1464956067,-0.3518918275,3.0,16.0,3.0,4.0,-0.073642396,-4.7110082277,4.0,-58.514025386899995,0.0,0.0,93.0754,45.9235,118.3302,116.9818,85.2652,10.8661,80.0131,550.4553,7.21,7.42,set2,23,2pou
0,8.4211913551,-28.5073749111,-0.4263704021,12.0,45.0,12.0,22.0,-0.12680575119999998,-7.1567279441,6.0,-80.5626320983,55.8859,33.0602,43.3534,37.4055,164.6559,493.504,311.4918,213.25799999999998,0.0,1352.6147,8.35,7.96,set2,24,1g2k
0,8.2469801452,-26.660689142800003,-0.4206125056,7.5,39.0,7.5,15.0,-0.10625336140000001,-5.9454205534,10.0,-89.5410924809,32.1307,30.4238,26.8091,64.7961,150.2836,93.3742,513.4659,182.0567,0.0,1093.3401,8.43,8.3,set2,25,1b6l
