,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
3cj5,6.337242168318426,5.9066115975,-4.4664553268,-0.0592806618,5.0,30.0,5.0,12.0,-0.0087872102,-2.60095554,8.0,-52.26206469270001,26.8881,0.0,16.6891,7.8496,102.9114,130.8206,208.2502,141.6885,25.9155,661.013,0.43063057081842526
2pvu,6.309803919971486,4.6746491284,-14.416232507,-0.3537475572,6.0,10.0,6.0,3.0,-0.0675984384,-8.383013200599999,10.0,-64.7936753286,102.6815,57.2066,0.0,0.0,0.0,0.0,71.9679,58.4272,0.0,290.2832,1.6351547915714866
2q89,6.301029995663981,5.557690404500001,-24.1833486725,-1.0150694761,1.5,11.0,1.5,1.0,-0.2008222271,-6.726345351699999,2.0,-70.2061640527,0.0,56.1144,38.1214,0.0,10.737,0.0,66.8694,94.2689,0.0,266.1111,0.7433395911639806
2vrj,6.301029995663981,3.7749136199,-16.3067443028,-0.7151454151000001,9.5,22.0,9.5,7.0,-0.1948076091,-8.4091327795,16.0,-88.4246546868,0.0,44.2524,81.9812,17.3529,97.5089,67.5152,225.7595,153.9781,0.0,688.3482,2.5261163757639813
3ebl,6.301029995663981,8.9524948366,-6.297224362100001,-0.7272333303,1.5,24.0,1.5,15.0,-0.1599594992,-5.51804527,2.0,-39.5952718498,0.0,44.3738,22.1964,0.0,27.0862,0.0,289.0533,40.8883,0.0,423.598,-2.6514648409360184
2qbu,6.1904402853647325,6.836728261799999,-35.460581384899996,-0.6589894207,9.0,26.0,9.0,1.0,-0.1567908224,-11.5462548397,12.0,-187.093069346,45.2873,51.5767,133.0455,15.7945,139.5249,40.5791,74.6553,279.7352,0.0,780.1985,-0.6462879764352669
2p7a,6.103473782510445,4.0642974296,-1.424877674,-0.1109183578,0.5,9.0,0.5,6.0,-0.0361170476,-2.1956949801,1.0,-13.0133155236,0.0,0.0,27.6171,0.0,0.0,117.5785,56.2747,0.0,59.6284,261.0987,2.039176352910445
3c2r,3.10790539730952,3.3396093096,-21.9534730584,-0.5843494783,2.0,12.0,2.0,6.0,-0.0814834041,-4.1628931554,2.0,-48.887181848999994,20.2407,81.4605,16.1882,4.0901,27.8783,129.0997,23.3932,85.0267,0.0,387.3774,-0.23170391229048004
2vmd,3.0222763947111524,3.2778787912,-12.19353776,-0.4045270699,4.0,13.0,4.0,0.0,-0.0920749997,-5.656168771900001,4.0,-57.9269033164,28.4727,6.6978,72.5005,15.0698,37.9288,31.3438,1.4657,130.5173,0.0,323.9964,-0.25560239648884764
3ckb,2.98296666070122,4.0128357712,-24.6140246609,-0.7241600072,12.5,34.0,12.5,0.0,-0.1545023336,-6.8426695308,8.0,-92.5606507639,0.9876,8.4857,166.0317,19.2959,81.6402,81.8379,22.1146,173.8706,0.0,554.2642,-1.0298691104987796
2rcn,6.0,6.1193236975,-43.3278630967,-0.3608697451,7.5,28.0,7.5,0.0,-0.1068401534,-13.7831206135,10.0,-184.16004821299998,20.8454,112.8429,63.1642,43.2724,100.9197,47.1413,21.9366,175.8486,0.0,585.9711,-0.1193236974999996
2vmc,2.939302159646388,3.8619862178,-9.4079774568,-0.5016778204,4.0,15.0,4.0,1.0,-0.1056592345,-6.818156295,4.0,-67.749170595,25.9881,7.3165,78.9057,20.3475,125.2906,28.0104,22.9531,122.1942,0.0,431.0061,-0.922684058153612
3eeb,5.886056647693162,3.8358372993,-64.905356516,-1.8757246374,12.0,36.0,12.0,0.0,-0.3433613388,-16.4551219949,4.0,-187.13374870099997,125.8958,452.105,3.7288,2.4403,155.9967,3.5786,15.472,60.1944,0.0,819.4116,2.050219348393162
3e5u,5.853871964321763,4.5305036736,-10.1779145749,-0.3136843334,2.5,12.0,2.5,6.0,-0.0815494182,-4.5333642846,4.0,-32.0594909435,0.0,58.7186,24.3367,0.0,0.0,103.1122,33.5066,11.0852,63.7818,294.5411,1.3233682907217625
2q88,5.795880017344076,4.9412800783,-19.5586135386,-0.7475363334999999,1.0,10.0,1.0,2.0,-0.1428545124,-4.561941055,1.0,-55.75824477770001,0.0,58.1399,10.8207,0.0,15.2335,0.0,97.3348,78.6857,0.0,260.2146,0.8545999390440757
2vyt,2.735182176990464,2.1820740708,-3.088212947,0.2184113173,6.5,11.0,6.5,3.0,0.0446622061,-1.3770247863999998,10.0,-17.2699340312,18.5309,17.5074,2.1744,14.0481,12.1464,56.3966,77.5933,103.6655,0.0,302.0626,0.5531081061904639
2pqc,5.7447274948966935,5.7245593795000005,-61.3994063442,-3.2549058844,7.5,25.0,6.5,4.0,-0.7049132295999999,-14.026815331099998,6.0,-174.78369151,0.0,264.8326,17.7644,0.0,7.1676,0.0,84.9951,77.9076,0.0,452.6673,0.020168115396693054
3c2f,1.9956786262173571,3.227796094,-34.9559842743,-1.3360447001,8.0,22.0,8.0,0.0,-0.2609904118,-6.9618029766,8.0,-95.08869006299999,81.8627,183.7362,56.2406,6.8995,100.8322,0.0,17.1099,129.0741,0.0,575.7552,-1.2321174677826428
3bxg,4.959397659885926,5.2839079271,-35.3586262749,-1.0126049497,5.0,16.0,5.0,0.0,-0.2395358293,-12.2527670775,6.0,-158.857518494,0.0,99.729,106.1624,0.0,14.0002,0.0,0.0,113.5558,0.0,333.4474,-0.32451026721407317
3bbb,7.0,3.8499496469,-28.6447502532,-0.3583685442,10.0,40.0,10.0,2.0,-0.0817474605,-2.5707430869,10.0,-50.7321512507,40.1125,62.9283,41.011,12.1739,68.5926,102.9565,153.9188,131.2565,0.0,612.9501,3.1500503531
2rin,4.0,0.6298331932,-14.6117956108,0.7127028934,4.0,10.0,4.0,1.0,0.1362457675,-1.117618713,6.0,-50.111846092600004,0.0,0.0,0.0,0.0,22.7393,0.0,61.0189,194.2076,0.0,277.9658,3.3701668068
3c39,3.962573502059376,2.5391736773,-29.3637978351,-0.8671392129000001,4.5,11.0,4.5,0.0,-0.1851035364,-9.3831341505,6.0,-104.733621464,23.1151,146.3067,27.0103,7.1122,42.1292,7.5952,3.775,81.3202,0.0,338.3639,1.4233998247593762
2vpe,4.943095148663527,5.03980979,-12.7872832452,-0.0648991952,28.5,56.0,23.5,11.0,-0.0057138871,-11.670750097400001,16.0,-148.093897484,107.9832,40.3605,39.3176,67.9284,531.2258,69.9408,379.4643,250.1087,0.0,1486.3293,-0.09671464133647234
2vo4,4.935542010773082,2.6867298606,-7.9309706485000016,-0.3188774426,2.5,11.0,2.5,5.0,-0.052224488,-0.3919110419,4.0,-30.327024238000003,10.6252,0.0,29.7125,0.0,99.3152,106.2804,25.1488,56.8289,0.0,327.911,2.248812150173082
3cd5,7.896196279044043,7.0612055414,-23.4219053686,-0.5788556382,12.0,38.0,12.0,23.0,-0.1537615087,-7.4692460284000015,14.0,-61.0547834026,52.7208,64.0333,65.9525,20.6558,40.5998,155.5332,437.3353,191.5657,0.0,1028.3964,0.8349907376440431
2vuk,3.903089986991944,5.076792355799999,-5.9013598091,0.1122826492,3.0,18.0,3.0,11.0,0.0220193698,-0.73349,4.0,-29.9799514398,9.5281,3.5,29.2402,3.9145,45.5501,212.2477,153.4787,118.7274,0.0,576.1867,-1.1737023688080552
3exh,4.8827287043442364,5.5177151995,-38.8935786413,-1.0878830284,8.0,26.0,8.0,4.0,-0.2314380997,-9.7938665458,12.0,-133.677892359,15.329,163.7198,62.7095,17.1317,147.93200000000004,89.8425,223.3005,125.0166,0.0,844.9816,-0.6349864951557631
3ccw,7.8696662315049934,5.6983004375,-28.7124807198,-0.659920953,13.0,36.0,13.0,18.0,-0.1671990455,-6.887683812100001,14.0,-57.4578144567,53.9206,48.1918,61.7342,15.4583,47.4146,213.8173,294.0898,211.2332,3.0397,948.8995,2.171365794004993
3cd7,7.844663962534938,6.3227498141,-26.832824576,-0.6256156257,13.0,42.0,13.0,25.0,-0.165988787,-7.2842085061,14.0,-68.2402274802,48.3103,70.8445,74.308,31.2595,72.0293,351.6883,266.9907,139.0015,1.3558,1055.7879,1.5219141484349379
2vmf,5.853871964321763,4.6740623364,-22.2037325115,-0.8237532794,3.0,14.0,3.0,0.0,-0.2210592162,-7.6703763213,4.0,-91.2718208151,0.0,32.6594,99.8417,26.6174,22.2504,120.6846,0.0625,101.9925,0.0,404.1085,1.1798096279217631
3c84,7.853871964321763,4.5236602119,-7.350244610800001,-0.0233103122,3.0,16.0,3.0,4.0,-0.0049583924,-0.7951398345,3.0,-56.6622271933,0.7643,0.0,10.575,4.4334,129.3336,157.237,57.917,161.5408,66.3701,588.1712,3.3302117524217625
3cj2,4.853871964321762,5.349782664,-0.8567603294,-0.0094766908,1.5,18.0,1.5,10.0,-0.0021344559,-1.9762127674,2.0,-23.372534156700002,28.151,0.0,2.6034,1.0203,54.413,129.6651,179.7192,83.7244,33.3635,512.6599,-0.4959106996782383
2pym,6.823908740944319,0.17019168469999998,-10.6075343377,-0.2026559521,11.0,40.0,10.0,21.0,-0.0539188499,-5.545111051,8.0,-88.2007201898,16.7698,28.3646,53.0349,25.4323,196.7808,197.2512,552.9541,129.8007,0.0,1200.3884,6.653717056244319
2rcb,6.787812395596043,3.2037302871,-19.9041606776,-0.7837193952,3.0,7.0,3.0,0.0,-0.1489938237,-7.3595599338,4.0,-72.4617191517,41.3334,56.7659,27.4184,0.0,0.0,0.0,0.0,71.7595,0.0,197.2772,3.584082108496043
2r23,3.7212463990471716,3.6522520872,-31.643726806799997,-1.0388272172,15.0,35.0,15.0,3.0,-0.21112042670000006,-12.527657124800001,8.0,-116.583577838,42.3197,60.3468,162.3531,13.1196,142.2182,33.3447,53.7825,134.9591,0.0,642.4437,0.06899431184717164
2vfk,3.712198270069774,3.386376632,-22.7626078821,-0.4419057203,5.0,23.0,5.0,0.0,-0.1081310958,-6.3894093853,6.0,-121.970812502,27.7313,88.9714,97.7472,0.0,210.025,75.2809,26.755,139.3378,0.0,665.8486,0.3258216380697738
3f17,8.627087997029893,5.0479735337000005,-4.3190458415,-0.0225108081,5.0,21.0,5.0,11.0,-0.0115671373,-2.7265583676,8.0,-63.244661807,0.0,8.6186,7.2992,11.8304,178.56799999999996,272.6782,76.6852,91.8165,0.0,647.4961,3.5791144633298924
2reg,5.638272163982407,3.3946283945,-12.618859271400002,0.4985458181,2.5,7.0,2.5,0.0,0.0758648707,-2.1580302686,4.0,-45.052158723599995,0.0,0.0,23.1352,0.0,0.0,0.0,0.0,209.5875,0.0,232.7227,2.2436437694824067
3bex,5.568636235841013,4.6875512175,-16.011477903299998,-0.9178307068,7.0,15.0,7.0,4.0,-0.1822502603,-5.0417535385,8.0,-62.9886517923,5.9973,63.5975,46.1447,10.1472,51.6837,0.0,195.17,123.612,0.0,496.3524,0.8810850183410128
3bxf,5.542118103266008,4.6118623844,-43.7258254311,-1.243705644,7.5,20.0,7.5,0.0,-0.2834425407,-14.7447186686,6.0,-186.428754788,0.0,194.6926,73.5635,0.0,18.8421,0.0,0.0,110.4206,0.0,397.5188,0.9302557188660074
3bra,2.6989700043360187,2.9463046367000003,-1.0123335584,0.0289581852,3.0,10.0,3.0,6.0,0.0025892197,-2.6935586525,6.0,-16.1115039346,35.4336,4.1682,25.7949,0.006,81.5924,138.9231,68.0152,33.3889,0.0,387.3223,-0.24733463236398157
3f8c,7.67778070526608,7.412356544,-8.5167357625,0.0075696168000000015,5.0,34.0,5.0,13.0,-0.0002420517,-2.0460336805000003,6.0,-59.9530667528,3.9435,9.99999999998e-05,0.0,34.725,136.785,388.4883,274.8211,233.8704,0.0,1072.6334,0.2654241612660799
3fat,7.642065152999545,5.1138556055,-17.6870624593,-0.4581305191,3.5,13.0,3.5,3.0,-0.0958157987,-6.954438737,4.0,-75.8879096209,28.683000000000003,58.0657,0.0,29.2917,37.4101,33.5747,80.9595,24.7335,0.0,292.7182,2.5282095474995447
3ery,5.657577319177793,5.2607883223,-33.1758847282,-0.8856525005,28.0,70.0,23.0,23.0,-0.1899519053,-8.3284488795,20.0,-113.40866637299999,100.2789,88.2269,142.7134,111.4937,183.7799,360.0803,632.0562,169.3581,0.0,1787.9874,0.39678899687779356
3buh,3.657577319177794,4.2119783062,2.7374873686,0.0264643192,4.0,16.0,4.0,12.0,0.0040048554,-2.6371606064,6.0,-14.6581448439,36.9966,3.7277,26.2235,3.3678,115.1651,114.1869,226.6607,58.2723,0.0,584.6006,-0.554400987022206
3f8f,6.627087997029894,6.195276587,-14.311050041,-0.0938207059,6.5,38.0,6.5,14.0,-0.0134888811,-0.5241079446,6.0,-41.0824374946,3.1588,30.1145,38.4793,16.0228,58.6938,255.6115,206.6959,158.7634,0.0,767.54,0.4318114100298933
2pyy,4.6020599913279625,3.9584401528,-22.826340828200003,-0.9848276834,4.5,10.0,4.5,2.0,-0.1658347541,-7.8616265039,6.0,-67.5082778092,51.567,121.9363,8.5741,2.6679,19.3788,9.8399,80.8454,50.3434,0.0,345.1528,0.6436198385279623
3d7k,4.6020599913279625,7.0399416663,-62.5521665631,-2.1429717189,13.0,39.0,12.0,10.0,-0.4543530456,-12.2300068828,12.0,-201.773116201,0.0,208.2578,78.8557,72.3521,246.0194,211.0027,391.9542,235.7157,0.0,1444.1576,-2.4378816749720373
3cda,7.580044251510242,6.6345270735,-21.837134209499997,-0.7124901813,14.5,45.0,14.5,24.0,-0.1796390359,-8.6968002226,14.0,-97.8339450907,51.8677,66.8716,67.7614,12.575,222.5494,296.9516,278.4037,192.8567,0.0,1189.8371,0.9455171780102418
3cd0,7.570247719997593,5.808837380499999,-28.9779747602,-0.5960046344,13.0,37.0,13.0,18.0,-0.1622773276,-7.9327090198,14.0,-79.452296941,55.7672,22.632,69.83800000000001,19.0295,103.4498,255.1367,274.5822,170.047,30.7982,1001.2806,1.7614103394975942
3cct,7.562249437179612,6.4508831822,-26.494443634299998,-0.6699404264,13.5,42.0,13.5,24.0,-0.17174668350000002,-7.9517724249,14.0,-57.42895896010001,63.5931,69.9217,78.77,17.7781,27.1091,303.8189,261.7307,168.4316,0.0287,991.1819,1.111366254979612
2pyn,7.568636235841013,1.8984481576,-8.3940668949,-0.17501071399999998,11.0,40.0,10.0,21.0,-0.0470460486,-5.033406422300001,8.0,-83.8579899562,12.2007,28.5146,52.9768,32.3008,204.9539,211.1752,539.219,120.3048,0.0,1201.6458,5.670188078241013
3b2q,4.5528419686577815,3.4921605598000003,-60.5354578128,-1.7282638078,9.0,31.0,9.0,0.0,-0.338432286,-3.2261824160000003,14.0,-87.1531130973,7.6248,202.7126,88.806,16.1763,103.5939,138.8587,147.6017,192.7757,0.0,898.1497,1.0606814088577812
3brn,8.698970004336019,5.5705631539999985,-3.4650727741000003,-0.00032273560000000003,3.0,13.0,3.0,6.0,0.00220047,-3.5212507732,6.0,-31.5933360438,44.4818,0.0,27.6265,18.3839,0.0,156.0381,28.4376,31.4425,0.0,306.4104,3.1284068503360203
3c4h,5.698970004336019,5.2742625336,-8.8073591703,-0.0035647614,0.0,12.0,0.0,3.0,-0.0096013841,-2.3144396762,0.0,-62.60043754,0.131,0.0,9.485,18.3735,100.4148,89.5034,123.7742,92.7341,0.0,434.416,0.4247074707360188
2q64,8.522878745280337,7.4631360567,-12.617993753199999,-0.0972240995,11.0,40.0,10.0,21.0,-0.0324129231,-3.807913335,8.0,-77.4775731583,24.0764,31.5034,49.78,39.1785,147.1068,200.7451,543.1178,133.0076,0.0,1168.5156,1.0597426885803376
3bvb,5.494850021680094,6.6888200033,-16.0837926824,-0.4381355817,13.0,38.0,11.0,16.0,-0.0934979703,-5.3562593807,10.0,-107.156544311,11.9374,6.4608,64.8583,41.4648,189.3503,217.1141,372.4477,206.8255,0.0,1110.4589,-1.1939699816199063
3bxe,5.4762535331884346,2.5479535526,-23.593387995700002,-0.6721629011,4.5,10.0,4.5,0.0,-0.1644117835,-8.658314002300001,6.0,-111.643904103,16.58,103.1798,32.8513,4.779,64.9529,0.0,1.6714,116.515,0.0,340.5294,2.9282999805884344
2zkj,5.481486060122113,5.9783249148,-47.5386678189,-1.5109894,7.5,27.0,7.5,0.0,-0.31658161890000003,-10.1964938766,10.0,-163.22864946,6.7723,134.9304,101.8162,17.7554,140.4185,49.4241,82.7082,182.6443,0.0,716.4694,-0.496838854677887
2vc9,8.443697499232712,4.2575793795,-16.667922113699998,-0.1777539666,3.5,14.0,3.5,1.0,-0.044940932300000014,-6.7280543834,4.0,-86.0750515,14.4422,28.0996,95.3942,19.6029,51.2634,37.3787,84.0566,138.1842,0.0,468.4218,4.186118119732712
2vpo,5.420216403383191,5.2824116075,-21.763594502100002,-0.5967527942,1.5,11.0,1.5,1.0,-0.1245539369,-4.2300955092,2.0,-55.0340334262,0.0,56.9235,35.9109,0.0,9.4446,0.0,66.9742,94.48,0.0,263.7332,0.1378047958831905
3bzf,4.5228787452803365,5.0020057154,-26.2447709732,-0.7329252127,30.5,68.0,25.5,22.0,-0.15643141230000002,-11.794607218800001,20.0,-147.20492227399998,93.3867,104.8495,74.4397,77.6578,299.6223,219.412,734.1582,277.0722,0.0,1880.5984,-0.47912697011966365
2r0h,3.508638306165728,4.9952062631,-22.2270428237,-0.6274053413,14.0,43.0,14.0,3.0,-0.1518617696,-14.294355808599999,8.0,-128.545120046,71.8538,21.5276,133.5653,41.9345,236.9031,9.1053,132.6957,200.3377,0.0,847.923,-1.4865679569342722
2r1y,4.508638306165727,3.7348063867,-23.2791168703,-0.9086914214,15.0,33.0,15.0,4.0,-0.1922037196,-12.8310285888,10.0,-101.927530776,48.8758,47.0453,147.5385,3.2485,172.3201,19.1041,45.9773,106.083,0.0,590.1926,0.773831919465727
2qtn,3.417936637088291,3.6003136603,-25.964585128099998,-0.9025447752,6.0,22.0,6.0,3.0,-0.1638763358,-4.6260627508,6.0,-78.5070190384,0.0,77.6305,59.5879,10.0675,79.4477,39.6718,43.9181,193.5012,0.0,503.8247,-0.1823770232117088
2zdm,6.413412695328245,6.1673966321,-15.1694313833,-0.4738272051,7.5,28.0,7.5,13.0,-0.1331064303,-6.1762351866,8.0,-75.3686427103,39.1229,6.1321,52.9243,42.9685,138.2804,135.6058,226.7547,126.8495,0.0,768.6382,0.24601606322824487
3f18,7.4034029043735385,4.0509919210000005,-11.9272882249,-0.2592520405,7.0,19.0,6.0,5.0,-0.07229277440000001,-7.6779972824,6.0,-84.4644101486,0.0,9.132,48.4243,26.2288,152.7542,139.2235,48.0365,93.129,33.7562,550.6845,3.352410983373538
3b4p,5.3979400086720375,6.2961094573,-5.314721842,-0.377380605,3.0,16.0,3.0,10.0,-0.0936520032,-3.3967701853,4.0,-24.7976172079,0.0,38.3201,7.3855,0.0,0.0,124.5644,150.928,36.098,0.0,357.296,-0.8981694486279626
3f6e,2.382999658879101,8.0290235917,-46.5090312314,-1.7456621906,13.0,36.0,13.0,9.0,-0.3791263112,-12.347475306300002,12.0,-181.00389942200002,0.0,156.5123,85.9753,35.7619,181.5076,247.7532,312.9204,159.7214,0.0,1180.1521,-5.646023932820899
2zdl,6.39577394691553,5.9766012133,-15.4848027437,-0.5271739328,7.5,27.0,7.5,12.0,-0.1367885501,-5.8556413774000005,8.0,-74.0178548612,39.1056,5.6853,54.8536,38.1773,131.3961,133.7689,211.731,129.7431,0.0,744.4609,0.41917273361552976
2zdk,6.368556230986828,6.3404489278,-11.3998575706,-0.5577751356,7.5,28.0,7.5,16.0,-0.1376393985,-5.648833871900001,8.0,-78.1055139473,39.7598,6.0183,50.9952,41.5461,153.4155,136.9229,241.0012,118.555,0.0,788.2139999999998,0.02810730318682797
3dp4,7.366531544420414,4.8153838547,-18.0366804678,-0.4424118284,3.5,13.0,3.5,3.0,-0.0947008939,-7.345220204299999,4.0,-78.6193897064,30.844,58.7263,0.0,30.8821,34.2067,31.7611,84.4895,25.0145,0.0,295.9242,2.5511476897204135
3bbf,5.2839966563652006,5.4147772129,-36.7317048851,-1.045883391,7.5,28.0,7.5,0.0,-0.1915509135,-9.330205512100001,10.0,-100.656524634,15.7252,142.9638,100.8452,20.5304,126.4153,81.4587,97.9544,154.3576,0.0,740.2506,-0.13078055653479925
3f16,8.228412519118745,4.6283879141,-13.05465502,-0.3900113028,7.0,19.0,6.0,4.0,-0.0885689175,-6.9259939948,6.0,-99.96849634440001,0.0,9.6267,58.4877,24.3242,160.8709,139.5644,63.0317,125.8045,0.0,581.7101,3.6000246050187448
3ccz,7.286509456906058,5.9393179165999985,-19.1049719783,-0.6521752986,14.5,38.0,13.5,18.0,-0.16978826519999998,-9.4034444886,14.0,-85.1037713769,52.2214,40.7742,51.2165,15.9298,193.7693,252.0021,270.9187,203.0836,20.9372,1100.8528,1.347191540306059
3f48,6.29073003902417,3.6716088883,-15.2615650622,-0.6477156794,1.5,6.0,1.5,1.0,-0.1412041599,-5.11902671,2.0,-60.790286908599995,40.411,58.5588,0.0,0.0,0.0,0.0,61.4553,29.9687,0.0,190.3938,2.6191211507241694
2zdn,6.250263684430939,5.992378583200001,-14.5617275834,-0.6072857106,7.5,27.0,7.5,15.0,-0.1554925451,-6.8418260173,8.0,-72.9152360187,40.1608,5.9777,52.7961,57.0721,105.1093,131.845,209.7852,110.3323,0.0,713.0785,0.2578851012309382
2qbw,7.251811972993798,7.3484548952,-36.5904567158,-0.9716468681,24.5,66.0,18.5,20.0,-0.1807759454,-11.8957554898,16.0,-211.18927207099998,48.6184,92.989,49.7181,86.8717,466.2457,178.5223,479.8282,282.5346,0.0,1685.328,-0.0966429222062013
3f80,4.221848749616356,3.2437568364,-22.7539306954,-1.2646614533,6.5,12.0,6.5,3.0,-0.2639610463,-6.067854704199999,10.0,-90.03445985959999,38.0932,63.0133,8.6638,1.1418,146.9562,21.094,85.8356,66.6752,0.0,431.4731,0.9780919132163564
3f1a,7.213958789757446,4.2157777844,-5.5945922864,-0.2558559818,4.5,15.0,4.5,5.0,-0.0720507227,-8.0271531922,6.0,-77.4743384674,0.0,9.348,45.6483,26.812,142.6895,166.1626,43.9876,58.2224,0.0,492.8704,2.998181005357446
2pqb,7.200659450546419,6.9291186622000005,-68.0494027218,-3.4149387326,9.5,28.0,8.0,5.0,-0.6791970702,-16.3088127446,8.0,-176.710804457,0.0,274.1032,17.7366,0.0,8.3322,0.0,50.4717,133.139,0.0,483.7827,0.27154078834641826
3c79,7.200659450546419,3.8601744975,-17.276902186199994,-0.2570735752,4.0,17.0,4.0,4.0,-0.0523125068,-1.7363982119,4.0,-49.4591720208,1.1339,0.0,27.7166,7.2108,137.8262,237.1634,63.4853,45.4175,65.9224,585.8761,3.3404849530464187
3f19,7.186419011431807,3.8784604032,-10.0764949126,-0.3061954005,4.5,16.0,4.5,5.0,-0.0766423701,-6.7923081074,8.0,-78.1598508865,0.0,9.2707,44.8527,28.7899,146.6555,140.5778,38.4051,67.6751,33.7581,509.9849,3.3079586082318073
3bug,3.1804560644581312,3.5115540354,-0.6173638632,0.05794571,4.0,12.0,4.0,8.0,0.0084278001,-1.9704842105,6.0,-12.0068792248,36.1238,4.0638,27.0373,1.7154,77.6071,124.587,144.766,41.4708,0.0,457.3712,-0.3310979709418689
2q63,7.180456064458133,0.9476397404,-10.8200337256,-0.1443875065,11.0,40.0,10.0,21.0,-0.0387429418,-5.740234060800001,8.0,-88.8328125322,18.618,25.9871,52.628,16.9886,213.1388,188.6673,557.1818,122.2254,0.0,1195.435,6.232816324058133
3bu1,8.148741651280925,2.8277579829,-7.610354834600001,0.0094033418,2.5,8.0,2.5,1.0,0.0046429917,-3.1429386359,3.0,-38.027701031199996,44.5667,0.0,0.0,15.3799,18.9345,95.1509,30.6118,37.0246,0.0,241.6684,5.320983668380926
3f15,8.103473782510445,4.7739710093,-15.0915494151,-0.3668623584,9.5,22.0,8.5,4.0,-0.0839772701,-7.685390861599998,8.0,-97.99251829379999,0.0,9.2544,64.2379,29.5943,164.0984,140.2017,71.9402,177.4397,0.0,656.7666,3.3295027732104447
2r75,6.146301788223826,7.445077532899999,-63.4391613503,-1.3697852401,9.5,38.0,9.5,0.0,-0.30432500100000004,-16.1199170649,14.0,-231.331604287,0.0,213.0558,108.9539,50.5616,236.7515,58.4124,25.3643,248.1033,0.0,941.2028,-1.2987757446761732
3buf,3.096910013008056,3.1191882297,0.4863332096,0.049393216600000005,3.0,11.0,3.0,7.0,0.0051711045,-1.9672715243,6.0,-15.9505395541,28.7002,4.2855,31.0881,2.4924,101.9545,165.2374,114.0909,24.9201,0.0,472.7691,-0.022278216691944408
3bxh,4.025304128090316,4.57331015,-35.1709995329,-1.052044707,6.0,16.0,6.0,0.0,-0.2709658758,-13.7080259073,6.0,-151.028825691,35.8086,109.9242,105.9932,11.0236,62.2555,0.0,21.7938,165.4325,0.0,512.2314,-0.5480060219096838
3cdb,7.019088062223156,5.5920250714,-26.8552987096,-0.6854244003,15.0,46.0,15.0,24.0,-0.17892755059999998,-7.9371172947,14.0,-70.3618693099,43.8001,20.2137,71.2576,30.7767,75.3068,300.6522,241.1821,175.0571,25.4977,983.744,1.4270629908231562
3c56,7.886056647693162,3.538942552,-43.2534505362,-1.845827585,8.5,18.0,8.5,1.0,-0.3916543204,-12.9997239539,10.0,-158.170304378,15.3082,209.5388,35.7303,17.9445,108.229,24.6104,52.0919,126.4456,0.0,589.8987,4.347114095693162
2qi5,10.853871964321762,6.335109120599999,-11.8469784048,-0.3599308779,15.5,40.0,12.5,18.0,-0.0994392393,-5.2172336861,12.0,-115.602131544,16.9128,32.0299,23.738000000000003,23.7424,285.1793,242.7542,521.8166,94.5052,0.0,1240.6784,4.518762843721762
2qi6,10.568636235841012,7.1846519084,-12.4522690226,-0.4450964018,12.0,38.0,10.0,18.0,-0.1140503601,-4.5409779108,8.0,-97.1909164124,11.6086,43.4526,52.9423,15.9476,231.1244,370.3279,329.1694,85.1213,0.0,1139.6941,3.383984327441012
2qi4,10.443697499232712,7.180940449,-11.9356206713,-0.4565901901,13.0,39.0,11.0,19.0,-0.113910997,-4.5090931005,10.0,-96.5418877859,11.1964,41.8685,52.6699,16.2695,236.8959,366.1819,362.2636,86.4076,0.0,1173.7533,3.262757050232712
2r38,7.443697499232713,8.8682095007,-23.3559866223,0.0299337269,12.0,45.0,10.0,22.0,0.0119705568,-8.1424651551,8.0,-104.711858816,36.2756,38.4209,2.9442,93.6232,234.187,381.1033,218.9017,175.3086,0.0,1180.7645,-1.4245120014672876
3ekr,7.522878745280337,6.7484967497,-8.7917211635,-0.2401372911,3.0,22.0,3.0,13.0,-0.0640703515,-3.3043211057,4.0,-52.9768433628,6.5812,4.5877,54.309,11.3527,95.5862,193.6503,199.9462,81.8129,0.0,647.8262,0.7743819955803373
3c52,7.301029995663981,3.0041623279,-29.784072935300003,-1.4255818244,3.5,10.0,3.5,0.0,-0.3016917719,-10.4991318506,6.0,-123.674636423,0.0,103.0129,35.3156,26.4609,30.6749,0.0,0.0,58.3202,0.0,253.7845,4.296867667763982
2qi7,10.207608310501746,5.2823529283,-8.808994853,-0.2899632668,16.5,37.0,14.5,19.0,-0.0901972653,-3.8675534069,12.0,-86.2660596309,7.4079,36.6194,25.6321,15.1829,239.7666,218.6332,454.1056,146.9477,0.0,1144.2954,4.925255382201746
2qi3,10.200659450546418,6.1124508962,-6.5398188447,-0.5064014960000001,14.0,37.0,12.0,17.0,-0.1161188019,-5.1008434929,10.0,-92.585802136,2.7430000000000003,32.3543,46.9073,13.1698,306.705,252.0916,436.8603,103.4089,0.0,1194.2402,4.0882085543464175
2qnn,7.154901959985742,8.838026387200001,-30.8161080351,0.0270364414,14.0,53.0,12.0,28.0,0.0076136262,-8.2978843512,8.0,-106.426978483,26.2104,35.5919,1.759,56.8738,212.2617,345.2728,267.4998,232.4958,83.7436,1261.7088,-1.683124427214259
