,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
3u7s,,6.4533477086,,,,,,,,,,,,,,,,,,,,,
4kil,,5.4979696487,,,,,,,,,,,,,,,,,,,,,
3nm6,,2.6691627750999998,,,,,,,,,,,,,,,,,,,,,
4tyl,,3.7569284451,,,,,,,,,,,,,,,,,,,,,
3d3x,,4.1312137223,,,,,,,,,,,,,,,,,,,,,
3tti,,7.9067948181,,,,,,,,,,,,,,,,,,,,,
4u68,,4.1789419166,,,,,,,,,,,,,,,,,,,,,
5fqv,,7.98403865,,,,,,,,,,,,,,,,,,,,,
1ibg,,6.764743553200001,,,,,,,,,,,,,,,,,,,,,
3rti,,4.3694512742999985,,,,,,,,,,,,,,,,,,,,,
1w2g,,5.370555100800001,,,,,,,,,,,,,,,,,,,,,
1ttv,,1.6234334169999998,,,,,,,,,,,,,,,,,,,,,
5y6k,,1.2757444872,,,,,,,,,,,,,,,,,,,,,
3sx4,,5.773373138999999,,,,,,,,,,,,,,,,,,,,,
6cn6,,11.025381585999998,,,,,,,,,,,,,,,,,,,,,
3aje,,3.8332260749000002,,,,,,,,,,,,,,,,,,,,,
2cvd,,5.8843281713,,,,,,,,,,,,,,,,,,,,,
5x79,,0.1835998819,,,,,,,,,,,,,,,,,,,,,
6dh4,,6.358844856999999,,,,,,,,,,,,,,,,,,,,,
5iop,,6.0314369257000005,,,,,,,,,,,,,,,,,,,,,
5e1d,,5.7409308763,,,,,,,,,,,,,,,,,,,,,
3p5k,,9.480057519099999,,,,,,,,,,,,,,,,,,,,,
3sdi,,6.1943010453,,,,,,,,,,,,,,,,,,,,,
1ga8,,3.2718274987,,,,,,,,,,,,,,,,,,,,,
5ccm,,9.069970595,,,,,,,,,,,,,,,,,,,,,
5ak0,,8.847481073299997,,,,,,,,,,,,,,,,,,,,,
4fbx,,3.8721597241000003,,,,,,,,,,,,,,,,,,,,,
4fhi,,7.2054976942,,,,,,,,,,,,,,,,,,,,,
3u2q,,6.903395167899999,,,,,,,,,,,,,,,,,,,,,
5pzm,,7.0333255865,,,,,,,,,,,,,,,,,,,,,
5y5u,,5.5280133991,,,,,,,,,,,,,,,,,,,,,
4kn2,,7.2712990821000005,,,,,,,,,,,,,,,,,,,,,
4af3,,6.2377823325,,,,,,,,,,,,,,,,,,,,,
5bns,,8.6813529232,,,,,,,,,,,,,,,,,,,,,
6ggn,,7.0495870598,,,,,,,,,,,,,,,,,,,,,
4z2k,,4.5097092321,,,,,,,,,,,,,,,,,,,,,
1mcz,,3.0797338026,,,,,,,,,,,,,,,,,,,,,
5ijp,,3.2700304482,,,,,,,,,,,,,,,,,,,,,
5es1,,7.412444562799998,,,,,,,,,,,,,,,,,,,,,
2n0u,,5.8000355005,,,,,,,,,,,,,,,,,,,,,
6ayh,,5.642371825,,,,,,,,,,,,,,,,,,,,,
1pxk,,3.4206232801,,,,,,,,,,,,,,,,,,,,,
6ce2,,9.1454100415,,,,,,,,,,,,,,,,,,,,,
1y6b,,7.051758190199998,,,,,,,,,,,,,,,,,,,,,
2kfx,,2.6212071988999996,,,,,,,,,,,,,,,,,,,,,
3uwo,,7.9076163269,,,,,,,,,,,,,,,,,,,,,
5cu2,,4.0263980013,,,,,,,,,,,,,,,,,,,,,
4zhl,,9.2817878372,,,,,,,,,,,,,,,,,,,,,
2qoe,,5.7914536675,,,,,,,,,,,,,,,,,,,,,
4j03,,5.375110073699999,,,,,,,,,,,,,,,,,,,,,
5a4c,,6.533312788399999,,,,,,,,,,,,,,,,,,,,,
3ecn,,3.8807562269,,,,,,,,,,,,,,,,,,,,,
5os3,,3.0625334620999998,,,,,,,,,,,,,,,,,,,,,
4zyw,,4.937568618899999,,,,,,,,,,,,,,,,,,,,,
5qin,,8.4963447405,,,,,,,,,,,,,,,,,,,,,
3os3,,6.1909783356000005,,,,,,,,,,,,,,,,,,,,,
4d1s,,7.793815353399999,,,,,,,,,,,,,,,,,,,,,
4k5n,,3.956885154,,,,,,,,,,,,,,,,,,,,,
3m2w,,8.205207889699999,,,,,,,,,,,,,,,,,,,,,
4bic,,5.6317142153,,,,,,,,,,,,,,,,,,,,,
5j7f,,6.5780630133,,,,,,,,,,,,,,,,,,,,,
3kxz,,7.310372094399999,,,,,,,,,,,,,,,,,,,,,
3ccn,,8.228195466299999,,,,,,,,,,,,,,,,,,,,,
2l65,,2.1284339471,,,,,,,,,,,,,,,,,,,,,
4x3i,,4.8140709076000014,,,,,,,,,,,,,,,,,,,,,
3bu6,,5.700742959199999,,,,,,,,,,,,,,,,,,,,,
1rbo,,4.809699307200001,,,,,,,,,,,,,,,,,,,,,
1jd5,,3.8557075434,,,,,,,,,,,,,,,,,,,,,
1icj,,2.3562119317,,,,,,,,,,,,,,,,,,,,,
4e34,,4.1680935995,,,,,,,,,,,,,,,,,,,,,
1xh8,,11.3777868565,,,,,,,,,,,,,,,,,,,,,
4p75,,5.742163139500001,,,,,,,,,,,,,,,,,,,,,
2lsp,,2.0876372333,,,,,,,,,,,,,,,,,,,,,
6bh8,,2.6379601105,,,,,,,,,,,,,,,,,,,,,
5jy0,,4.9448301699,,,,,,,,,,,,,,,,,,,,,
1i43,,4.0568671759,,,,,,,,,,,,,,,,,,,,,
2ybt,,6.1845896376999985,,,,,,,,,,,,,,,,,,,,,
5hpm,,4.214486842,,,,,,,,,,,,,,,,,,,,,
2y6c,,5.6248487489,,,,,,,,,,,,,,,,,,,,,
5umw,,3.6965988926,,,,,,,,,,,,,,,,,,,,,
2x6f,,2.7217613430000003,,,,,,,,,,,,,,,,,,,,,
3nf6,,6.8058996771,,,,,,,,,,,,,,,,,,,,,
1o47,,5.956034153699999,,,,,,,,,,,,,,,,,,,,,
6grp,,2.698436361,,,,,,,,,,,,,,,,,,,,,
1my2,,5.5607417229,,,,,,,,,,,,,,,,,,,,,
3dm6,,8.0281140641,,,,,,,,,,,,,,,,,,,,,
2hmb,,2.8650559494,,,,,,,,,,,,,,,,,,,,,
3poz,,7.838228172899999,,,,,,,,,,,,,,,,,,,,,
5ttg,,5.2529033048,,,,,,,,,,,,,,,,,,,,,
5y61,,1.7478113163,,,,,,,,,,,,,,,,,,,,,
3t8w,,5.2721647522,,,,,,,,,,,,,,,,,,,,,
5h0h,,8.7789511026,,,,,,,,,,,,,,,,,,,,,
2hpa,,1.9286459409,,,,,,,,,,,,,,,,,,,,,
3owl,,6.772305835099998,,,,,,,,,,,,,,,,,,,,,
4b6q,,6.796452325900001,,,,,,,,,,,,,,,,,,,,,
3kej,,10.1162280659,,,,,,,,,,,,,,,,,,,,,
6do5,,4.2157631146,,,,,,,,,,,,,,,,,,,,,
6eku,,6.5672000264,,,,,,,,,,,,,,,,,,,,,
4jq7,,7.587286574099998,,,,,,,,,,,,,,,,,,,,,
4psq,,6.3950132489,,,,,,,,,,,,,,,,,,,,,
4ztr,,8.040179974600001,,,,,,,,,,,,,,,,,,,,,
3gn7,,6.2320024313000015,,,,,,,,,,,,,,,,,,,,,
4kp6,,4.823356891,,,,,,,,,,,,,,,,,,,,,
5a5z,,1.180992249,,,,,,,,,,,,,,,,,,,,,
4j17,,6.8492122616,,,,,,,,,,,,,,,,,,,,,
5efb,,3.4617280596999995,,,,,,,,,,,,,,,,,,,,,
5i40,,4.9585464329,,,,,,,,,,,,,,,,,,,,,
3f69,,9.6887867684,,,,,,,,,,,,,,,,,,,,,
2j7w,,2.2809631926,,,,,,,,,,,,,,,,,,,,,
5cpr,,7.9838846171,,,,,,,,,,,,,,,,,,,,,
1err,,7.748727723099999,,,,,,,,,,,,,,,,,,,,,
5il1,,5.7510530383,,,,,,,,,,,,,,,,,,,,,
5mno,,4.8045868819,,,,,,,,,,,,,,,,,,,,,
4j4o,,4.2201933942,,,,,,,,,,,,,,,,,,,,,
5tzo,,4.5300415748999985,,,,,,,,,,,,,,,,,,,,,
4k67,,3.5953992773000003,,,,,,,,,,,,,,,,,,,,,
5m6f,,6.3048013138,,,,,,,,,,,,,,,,,,,,,
5drs,,1.1107459117,,,,,,,,,,,,,,,,,,,,,
2vo7,,4.3488035308,,,,,,,,,,,,,,,,,,,,,
5svk,,3.9030543229,,,,,,,,,,,,,,,,,,,,,
2vxj,,4.501530818599999,,,,,,,,,,,,,,,,,,,,,
5bms,,5.461581209799999,,,,,,,,,,,,,,,,,,,,,
1mwt,,0.4384656522,,,,,,,,,,,,,,,,,,,,,
3kac,,3.6280689219,,,,,,,,,,,,,,,,,,,,,
4gvc,,3.6474550626,,,,,,,,,,,,,,,,,,,,,
4ie4,,3.7935442659,,,,,,,,,,,,,,,,,,,,,
2fjp,,7.2622771551,,,,,,,,,,,,,,,,,,,,,
4b11,,8.9894774024,,,,,,,,,,,,,,,,,,,,,
5k00,,9.0350418012,,,,,,,,,,,,,,,,,,,,,
5ubt,,6.7938924458,,,,,,,,,,,,,,,,,,,,,
4c6x,,4.7875259045,,,,,,,,,,,,,,,,,,,,,
5i24,,-0.4044170464,,,,,,,,,,,,,,,,,,,,,
3ej1,,5.8745580845,,,,,,,,,,,,,,,,,,,,,
5hda,,2.8846841418,,,,,,,,,,,,,,,,,,,,,
5h5q,,4.294950695,,,,,,,,,,,,,,,,,,,,,
3g42,,4.9617591191,,,,,,,,,,,,,,,,,,,,,
1q3w,,5.714921320899999,,,,,,,,,,,,,,,,,,,,,
5aqp,,3.5861132939,,,,,,,,,,,,,,,,,,,,,
5t6z,,6.815875141099999,,,,,,,,,,,,,,,,,,,,,
2gvz,,5.0250739759,,,,,,,,,,,,,,,,,,,,,
5v8h,,4.7730834864,,,,,,,,,,,,,,,,,,,,,
4acd,,6.3236960162,,,,,,,,,,,,,,,,,,,,,
3v04,,6.0706493011000005,,,,,,,,,,,,,,,,,,,,,
6fx1,,3.6952932804,,,,,,,,,,,,,,,,,,,,,
4eqc,,8.2644445421,,,,,,,,,,,,,,,,,,,,,
1z34,,5.707344369199999,,,,,,,,,,,,,,,,,,,,,
4qzx,,-1.2225297876999999,,,,,,,,,,,,,,,,,,,,,
2uw5,,6.393164854099998,,,,,,,,,,,,,,,,,,,,,
3fvg,,5.8276880735,,,,,,,,,,,,,,,,,,,,,
4pnn,,5.4383735862,,,,,,,,,,,,,,,,,,,,,
2hdq,,2.5999873332,,,,,,,,,,,,,,,,,,,,,
4o10,,9.3859214125,,,,,,,,,,,,,,,,,,,,,
6ed6,,7.816883613899999,,,,,,,,,,,,,,,,,,,,,
4j79,,3.5238840022999995,,,,,,,,,,,,,,,,,,,,,
4o2a,,7.2406612048,,,,,,,,,,,,,,,,,,,,,
1zom,,0.1985777477,,,,,,,,,,,,,,,,,,,,,
4zy0,,5.509859521599999,,,,,,,,,,,,,,,,,,,,,
3hav,,2.8067875038,,,,,,,,,,,,,,,,,,,,,
5c7d,,5.479133625499999,,,,,,,,,,,,,,,,,,,,,
2ofv,,9.9467992108,,,,,,,,,,,,,,,,,,,,,
6b4h,,1.6548121191999998,,,,,,,,,,,,,,,,,,,,,
4j0v,,7.0774523449,,,,,,,,,,,,,,,,,,,,,
5w9g,,4.1422014025,,,,,,,,,,,,,,,,,,,,,
5he7,,8.8931775003,,,,,,,,,,,,,,,,,,,,,
2c1b,,7.9668603142,,,,,,,,,,,,,,,,,,,,,
3cm7,,4.8081883178,,,,,,,,,,,,,,,,,,,,,
2o64,,6.5139339825999985,,,,,,,,,,,,,,,,,,,,,
1a8i,,7.1726886865,,,,,,,,,,,,,,,,,,,,,
3hp2,,7.3098659863,,,,,,,,,,,,,,,,,,,,,
5l44,,4.031040993,,,,,,,,,,,,,,,,,,,,,
4u45,,5.9997281529999995,,,,,,,,,,,,,,,,,,,,,
2zns,,4.108578220899998,,,,,,,,,,,,,,,,,,,,,
2yiv,,2.6152659299,,,,,,,,,,,,,,,,,,,,,
4yxo,,1.2529916274,,,,,,,,,,,,,,,,,,,,,
1nyx,,4.3842971119,,,,,,,,,,,,,,,,,,,,,
3wk6,,4.8248458757,,,,,,,,,,,,,,,,,,,,,
6f4n,,3.3796505287,,,,,,,,,,,,,,,,,,,,,
5m57,,5.3583571621,,,,,,,,,,,,,,,,,,,,,
1mf4,,-2.3410947028,,,,,,,,,,,,,,,,,,,,,
4ir6,,5.4917789931,,,,,,,,,,,,,,,,,,,,,
2bts,,5.3865011734,,,,,,,,,,,,,,,,,,,,,
2qq7,,1.3078713492,,,,,,,,,,,,,,,,,,,,,
3drr,,6.1851397552,,,,,,,,,,,,,,,,,,,,,
1ysg,,4.718768551899998,,,,,,,,,,,,,,,,,,,,,
5trs,,6.769349870399999,,,,,,,,,,,,,,,,,,,,,
6bt0,,3.2993627133,,,,,,,,,,,,,,,,,,,,,
5hfc,,3.3129762877,,,,,,,,,,,,,,,,,,,,,
4pd8,,5.659154076199999,,,,,,,,,,,,,,,,,,,,,
5v42,,7.715141215999999,,,,,,,,,,,,,,,,,,,,,
6dh5,,6.5018900768,,,,,,,,,,,,,,,,,,,,,
3zmj,,0.9012244932,,,,,,,,,,,,,,,,,,,,,
5w19,,8.0723141715,,,,,,,,,,,,,,,,,,,,,
4ask,,7.5015342582,,,,,,,,,,,,,,,,,,,,,
1kfy,,4.286310182799999,,,,,,,,,,,,,,,,,,,,,
2yc3,,6.931223778500001,,,,,,,,,,,,,,,,,,,,,
1wax,,4.2307776549,,,,,,,,,,,,,,,,,,,,,
5hld,,0.3722828495,,,,,,,,,,,,,,,,,,,,,
4qt1,,6.3632751366,,,,,,,,,,,,,,,,,,,,,
1j7z,,3.0205338247,,,,,,,,,,,,,,,,,,,,,
5gmj,,3.9476725196,,,,,,,,,,,,,,,,,,,,,
4x1q,,7.772397445399999,,,,,,,,,,,,,,,,,,,,,
5ngb,,4.8401758167,,,,,,,,,,,,,,,,,,,,,
4zyc,,6.3048966675,,,,,,,,,,,,,,,,,,,,,
6fod,,7.614477048399999,,,,,,,,,,,,,,,,,,,,,
5fh6,,4.3866002705,,,,,,,,,,,,,,,,,,,,,
5tjx,,10.7421224178,,,,,,,,,,,,,,,,,,,,,
5a3h,,1.2571651855,,,,,,,,,,,,,,,,,,,,,
2c6l,,6.096240767199999,,,,,,,,,,,,,,,,,,,,,
4hy4,,7.6121445502,,,,,,,,,,,,,,,,,,,,,
2jb6,,10.0185565375,,,,,,,,,,,,,,,,,,,,,
1r0x,,4.6359648658,,,,,,,,,,,,,,,,,,,,,
5l9h,,5.673493805700001,,,,,,,,,,,,,,,,,,,,,
2g2r,,6.2355891974,,,,,,,,,,,,,,,,,,,,,
5orx,,3.8196125005,,,,,,,,,,,,,,,,,,,,,
5hn0,,5.1610923615,,,,,,,,,,,,,,,,,,,,,
4loj,,9.3945179153,,,,,,,,,,,,,,,,,,,,,
1gux,,3.629821963,,,,,,,,,,,,,,,,,,,,,
4mk5,,5.1008581627,,,,,,,,,,,,,,,,,,,,,
3l3a,,5.4761189816,,,,,,,,,,,,,,,,,,,,,
4jbl,,3.621753573,,,,,,,,,,,,,,,,,,,,,
1tkt,,7.388298072,,,,,,,,,,,,,,,,,,,,,
4jxv,,3.0507169382,,,,,,,,,,,,,,,,,,,,,
5eb2,,2.561640476,,,,,,,,,,,,,,,,,,,,,
5fgk,,8.0130775191,,,,,,,,,,,,,,,,,,,,,
4i47,,3.3184847976,,,,,,,,,,,,,,,,,,,,,
6dgx,,6.5898722023000005,,,,,,,,,,,,,,,,,,,,,
1avp,,3.3789317085,,,,,,,,,,,,,,,,,,,,,
5l15,,5.1612097199,,,,,,,,,,,,,,,,,,,,,
5cgd,,9.0415551924,,,,,,,,,,,,,,,,,,,,,
5v8j,,5.696187986299999,,,,,,,,,,,,,,,,,,,,,
5ekj,,3.3972469538,,,,,,,,,,,,,,,,,,,,,
1o9d,,4.3763020709,,,,,,,,,,,,,,,,,,,,,
3mg6,,5.7042123669,,,,,,,,,,,,,,,,,,,,,
2hqu,,5.135970329,,,,,,,,,,,,,,,,,,,,,
3bym,,6.103656351099999,,,,,,,,,,,,,,,,,,,,,
2uw8,,5.0011622019,,,,,,,,,,,,,,,,,,,,,
4um3,,4.6887321364,,,,,,,,,,,,,,,,,,,,,
3adv,,3.1950237608000003,,,,,,,,,,,,,,,,,,,,,
5ap3,,5.2569154951,,,,,,,,,,,,,,,,,,,,,
1ihy,,4.8784713296,,,,,,,,,,,,,,,,,,,,,
1q6p,,7.4495811614999985,,,,,,,,,,,,,,,,,,,,,
1t69,,0.593686806,,,,,,,,,,,,,,,,,,,,,
4d0x,,6.7531250716,,,,,,,,,,,,,,,,,,,,,
6cco,,6.3954240033000005,,,,,,,,,,,,,,,,,,,,,
3meu,,4.8053717162,,,,,,,,,,,,,,,,,,,,,
3rdv,,3.2315809024,,,,,,,,,,,,,,,,,,,,,
3ert,,6.567236700900001,,,,,,,,,,,,,,,,,,,,,
3h5s,,8.9879297385,,,,,,,,,,,,,,,,,,,,,
4nk9,,6.806251752300001,,,,,,,,,,,,,,,,,,,,,
3ms7,,5.1541095367,,,,,,,,,,,,,,,,,,,,,
5i2z,,4.5049048726,,,,,,,,,,,,,,,,,,,,,
2zvj,,3.5412237059,,,,,,,,,,,,,,,,,,,,,
1y2c,,5.600232824500001,,,,,,,,,,,,,,,,,,,,,
3itu,,4.0781383859,,,,,,,,,,,,,,,,,,,,,
6c5q,,8.0848275109,,,,,,,,,,,,,,,,,,,,,
2yiu,,7.184549219799999,,,,,,,,,,,,,,,,,,,,,
1a09,,2.3766983074,,,,,,,,,,,,,,,,,,,,,
2e9v,,7.0188611637000005,,,,,,,,,,,,,,,,,,,,,
4li5,,3.1811901394,,,,,,,,,,,,,,,,,,,,,
2cll,,5.8391891967,,,,,,,,,,,,,,,,,,,,,
4f1s,,5.8667024066,,,,,,,,,,,,,,,,,,,,,
5wqj,,6.7176314905,,,,,,,,,,,,,,,,,,,,,
2ig0,,-1.328570437,,,,,,,,,,,,,,,,,,,,,
4rh5,,5.922176255299998,,,,,,,,,,,,,,,,,,,,,
2wig,,-0.6981431169,,,,,,,,,,,,,,,,,,,,,
4u93,,9.4100238939,,,,,,,,,,,,,,,,,,,,,
3ilq,,5.389339779699999,,,,,,,,,,,,,,,,,,,,,
5wfz,,5.152231802299999,,,,,,,,,,,,,,,,,,,,,
5izc,,3.454811249,,,,,,,,,,,,,,,,,,,,,
6c7g,,4.9795535865,,,,,,,,,,,,,,,,,,,,,
5fiv,,5.0416068405,,,,,,,,,,,,,,,,,,,,,
5k0x,,6.695934856299999,,,,,,,,,,,,,,,,,,,,,
3t07,,7.802463200499999,,,,,,,,,,,,,,,,,,,,,
4frs,,7.2206442627,,,,,,,,,,,,,,,,,,,,,
6cq5,,5.807539103200001,,,,,,,,,,,,,,,,,,,,,
6fob,,7.782336234900002,,,,,,,,,,,,,,,,,,,,,
6as6,,5.882641144299999,,,,,,,,,,,,,,,,,,,,,
4z8a,,4.6692359722,,,,,,,,,,,,,,,,,,,,,
1akr,,7.741862256699999,,,,,,,,,,,,,,,,,,,,,
5tzy,,7.2566952962,,,,,,,,,,,,,,,,,,,,,
4wm9,,0.0046796662,,,,,,,,,,,,,,,,,,,,,
5kzq,,5.567321128200001,,,,,,,,,,,,,,,,,,,,,
2vqm,,2.7316194486,,,,,,,,,,,,,,,,,,,,,
4q1n,,6.6669399966,,,,,,,,,,,,,,,,,,,,,
1wbt,,8.9287517653,,,,,,,,,,,,,,,,,,,,,
1soj,,4.281931247499998,,,,,,,,,,,,,,,,,,,,,
2xbj,,6.1465141718,,,,,,,,,,,,,,,,,,,,,
3skc,,7.295819652799999,,,,,,,,,,,,,,,,,,,,,
2qch,,3.4251269087000003,,,,,,,,,,,,,,,,,,,,,
3qbh,,7.3967992211,,,,,,,,,,,,,,,,,,,,,
5du8,,7.0267535161,,,,,,,,,,,,,,,,,,,,,
3ogm,,7.0999044738,,,,,,,,,,,,,,,,,,,,,
3vru,,8.531581600099999,,,,,,,,,,,,,,,,,,,,,
2brp,,2.882395653,,,,,,,,,,,,,,,,,,,,,
5zku,,6.4293845903,,,,,,,,,,,,,,,,,,,,,
6g85,,4.5616183194,,,,,,,,,,,,,,,,,,,,,
1db4,,5.7219848296,,,,,,,,,,,,,,,,,,,,,
4qw4,,-0.6248674659000001,,,,,,,,,,,,,,,,,,,,,
3v6r,,2.7509102356,,,,,,,,,,,,,,,,,,,,,
5t70,,6.7163918924,,,,,,,,,,,,,,,,,,,,,
4lmu,,6.697277142999999,,,,,,,,,,,,,,,,,,,,,
1htf,,6.5883905525,,,,,,,,,,,,,,,,,,,,,
5iv4,,6.3848397426,,,,,,,,,,,,,,,,,,,,,
4mra,,4.1593503987,,,,,,,,,,,,,,,,,,,,,
4izm,,3.1679579798,,,,,,,,,,,,,,,,,,,,,
2q93,,4.8677183662,,,,,,,,,,,,,,,,,,,,,
6fyk,,7.0797701733,,,,,,,,,,,,,,,,,,,,,
6chm,,4.9473460405999985,,,,,,,,,,,,,,,,,,,,,
5jmw,,6.232325166900001,,,,,,,,,,,,,,,,,,,,,
1ph0,,6.738051852100001,,,,,,,,,,,,,,,,,,,,,
3g0c,,5.958520684799999,,,,,,,,,,,,,,,,,,,,,
1o4q,,2.9064981344,,,,,,,,,,,,,,,,,,,,,
2r5d,,4.4318492686,,,,,,,,,,,,,,,,,,,,,
5xzr,,7.410002041099999,,,,,,,,,,,,,,,,,,,,,
3img,,4.4814258577,,,,,,,,,,,,,,,,,,,,,
1bl4,,4.940641942,,,,,,,,,,,,,,,,,,,,,
2ybs,,4.1075293302,,,,,,,,,,,,,,,,,,,,,
5hm3,,8.461166560099999,,,,,,,,,,,,,,,,,,,,,
4avt,,2.202083678,,,,,,,,,,,,,,,,,,,,,
3s7a,,7.5397050778,,,,,,,,,,,,,,,,,,,,,
1gz9,,5.6623887671,,,,,,,,,,,,,,,,,,,,,
4f3i,,6.8201807274,,,,,,,,,,,,,,,,,,,,,
3twv,,3.5765119098,,,,,,,,,,,,,,,,,,,,,
6biz,,6.260344484899999,,,,,,,,,,,,,,,,,,,,,
1tou,,5.106762757199999,,,,,,,,,,,,,,,,,,,,,
3cqu,,6.7997970403,,,,,,,,,,,,,,,,,,,,,
5nkk,,2.3348747076,,,,,,,,,,,,,,,,,,,,,
4jfd,,8.009586106699999,,,,,,,,,,,,,,,,,,,,,
5e2m,,3.6544745619,,,,,,,,,,,,,,,,,,,,,
4fc0,,8.229897163099999,,,,,,,,,,,,,,,,,,,,,
5hx6,,8.4106217642,,,,,,,,,,,,,,,,,,,,,
1au0,,0.12479598859999999,,,,,,,,,,,,,,,,,,,,,
4tzq,,5.3767530913,,,,,,,,,,,,,,,,,,,,,
3rxb,,3.4852584189,,,,,,,,,,,,,,,,,,,,,
2xng,,4.6586590464,,,,,,,,,,,,,,,,,,,,,
6df7,,7.948383701099999,,,,,,,,,,,,,,,,,,,,,
5nhy,,5.9477090422000005,,,,,,,,,,,,,,,,,,,,,
3qo3,,2.443915331,,,,,,,,,,,,,,,,,,,,,
1qpf,,6.8740115585,,,,,,,,,,,,,,,,,,,,,
3uvo,,4.2671807636,,,,,,,,,,,,,,,,,,,,,
2vnn,,9.701432136000001,,,,,,,,,,,,,,,,,,,,,
4xhk,,6.3974924451,,,,,,,,,,,,,,,,,,,,,
3qak,,7.446449159199999,,,,,,,,,,,,,,,,,,,,,
1sts,,4.4343357997,,,,,,,,,,,,,,,,,,,,,
1caq,,8.3531161482,,,,,,,,,,,,,,,,,,,,,
6fdu,,1.0571864719,,,,,,,,,,,,,,,,,,,,,
5aqr,,3.8726218228,,,,,,,,,,,,,,,,,,,,,
5fbo,,8.417736617200001,,,,,,,,,,,,,,,,,,,,,
1lzo,,2.0918181263,,,,,,,,,,,,,,,,,,,,,
1g6s,,5.250908212,,,,,,,,,,,,,,,,,,,,,
5h15,,6.4053261183000005,,,,,,,,,,,,,,,,,,,,,
6eks,,5.130960592299999,,,,,,,,,,,,,,,,,,,,,
4bpi,,3.0010303256000004,,,,,,,,,,,,,,,,,,,,,
4mm8,,5.530360567100001,,,,,,,,,,,,,,,,,,,,,
1kr3,,4.8039780852,,,,,,,,,,,,,,,,,,,,,
2xcg,,6.2043205187,,,,,,,,,,,,,,,,,,,,,
2evm,,5.3696749128,,,,,,,,,,,,,,,,,,,,,
1rs4,,6.0261631326,,,,,,,,,,,,,,,,,,,,,
4lmn,,8.0654707098,,,,,,,,,,,,,,,,,,,,,
2zx5,,6.408370101799999,,,,,,,,,,,,,,,,,,,,,
4avw,,7.0070666445,,,,,,,,,,,,,,,,,,,,,
5ew9,,6.702682964299999,,,,,,,,,,,,,,,,,,,,,
4mr5,,5.6918237208,,,,,,,,,,,,,,,,,,,,,
1qq9,,3.108383922,,,,,,,,,,,,,,,,,,,,,
1xxi,,6.8275669717,,,,,,,,,,,,,,,,,,,,,
6b5j,,5.663334969199999,,,,,,,,,,,,,,,,,,,,,
5ee7,,4.9886195229000005,,,,,,,,,,,,,,,,,,,,,
2r03,,3.0664502987,,,,,,,,,,,,,,,,,,,,,
2f6y,,4.2993443001,,,,,,,,,,,,,,,,,,,,,
4kbk,,6.180790159500001,,,,,,,,,,,,,,,,,,,,,
4occ,,5.4742485821,,,,,,,,,,,,,,,,,,,,,
5lzg,,5.261851882799999,,,,,,,,,,,,,,,,,,,,,
5kam,,2.7064754114,,,,,,,,,,,,,,,,,,,,,
4lno,,2.0755786577,,,,,,,,,,,,,,,,,,,,,
3uqg,,3.8426807610000004,,,,,,,,,,,,,,,,,,,,,
3f66,,6.3072731751000015,,,,,,,,,,,,,,,,,,,,,
3oaw,,6.390267568600001,,,,,,,,,,,,,,,,,,,,,
4anu,,5.428823546399999,,,,,,,,,,,,,,,,,,,,,
1flm,,7.3743177526,,,,,,,,,,,,,,,,,,,,,
3h6z,,2.0009753898,,,,,,,,,,,,,,,,,,,,,
3c1k,,6.299270799199999,,,,,,,,,,,,,,,,,,,,,
1bug,,0.0764589976,,,,,,,,,,,,,,,,,,,,,
2vcq,,5.1105328958,,,,,,,,,,,,,,,,,,,,,
4ikt,,5.0172329678,,,,,,,,,,,,,,,,,,,,,
6aqo,,3.6823251772,,,,,,,,,,,,,,,,,,,,,
4g11,,4.9207276885,,,,,,,,,,,,,,,,,,,,,
3dsu,,3.2582799384000003,,,,,,,,,,,,,,,,,,,,,
5i8c,,7.030868395,,,,,,,,,,,,,,,,,,,,,
1aqc,,4.5904078019,,,,,,,,,,,,,,,,,,,,,
1ozv,,3.6860513064,,,,,,,,,,,,,,,,,,,,,
6f2n,,2.7944135275,,,,,,,,,,,,,,,,,,,,,
3zyb,,1.0548246341,,,,,,,,,,,,,,,,,,,,,
5wap,,5.033091021600001,,,,,,,,,,,,,,,,,,,,,
1lb6,,3.3731444724000004,,,,,,,,,,,,,,,,,,,,,
3ti5,,6.7141327432,,,,,,,,,,,,,,,,,,,,,
4uns,,7.7296716529,,,,,,,,,,,,,,,,,,,,,
2vx1,,7.2821767388,,,,,,,,,,,,,,,,,,,,,
4dgr,,4.921937947,,,,,,,,,,,,,,,,,,,,,
4iaw,,4.3843851307,,,,,,,,,,,,,,,,,,,,,
3mea,,3.4863659888,,,,,,,,,,,,,,,,,,,,,
2pl9,,1.6563891227,,,,,,,,,,,,,,,,,,,,,
3nsq,,4.563437374599999,,,,,,,,,,,,,,,,,,,,,
4an3,,5.3716333311,,,,,,,,,,,,,,,,,,,,,
5dxg,,2.5263302674,,,,,,,,,,,,,,,,,,,,,
2b1v,,5.7352903382000004,,,,,,,,,,,,,,,,,,,,,
4g2f,,6.621690998499999,,,,,,,,,,,,,,,,,,,,,
3m8p,,8.752061359199999,,,,,,,,,,,,,,,,,,,,,
4qo4,,6.495097959400001,,,,,,,,,,,,,,,,,,,,,
5ls6,,5.5531647712,,,,,,,,,,,,,,,,,,,,,
